frequency,amplitude,phase
1e3,98.3587333592529,1.4426475264173135
2250.25025025,481.5758095934283,1.3138189397861706
3500.5005005000003,1116.3672320732373,1.1928535510838927
4750.75075075,1950.1930243712843,1.082321870579328
6001.0010010000005,2931.9012893631034,0.9829747554309897
7251.251251250001,4014.5021810435774,0.8948585471167763
8501.5015015,5164.556164651507,0.8170219535788228
9751.751751750002,6355.342860479588,0.7487006279110884
11002.002002000001,7570.461986134295,0.6884991645605036
12252.25225225,8797.53720262753,0.635558697934905
13502.502502500001,10028.255015924278,0.5889756652808055
14752.752752750002,11259.117075137174,0.5476310751079966
16003.003003000002,12488.231770734332,0.5109327760313622
17253.25325325,13713.216152297742,0.4781832936707713
18503.503503500004,14932.91259486693,0.4488413840417009
19753.753753750003,16146.695201496608,0.42246651833182863
21004.004004000002,17353.64484473407,0.3985380904763883
22254.25425425,18557.645326720496,0.37707804921594523
23504.5045045,19755.623845174396,0.3572361431530314
24754.754754750003,20946.842501276624,0.33907918464682124
26005.005005000003,22136.18327362476,0.3223582503591352
27255.255255250002,23320.71005774745,0.30678079092172217
28505.505505500005,24508.413487409525,0.29143329154614916
29755.755755750004,25640.314106224694,0.2746853576554706
31006.006006000003,26596.464161262622,0.25835599872448034
32256.256256250002,27431.61184370376,0.2681277660580962
33506.5065065,29059.969625193404,0.2598856000414496
34756.75675675,30199.94622903814,0.24414340270570953
36007.00700700001,31434.57436583757,0.23517171524166813
37257.25725725001,32631.207894539824,0.22748140052661325
38507.507507500006,33792.49024237424,0.21883125957710686
39757.757757750005,34922.99963103095,0.21105770493337778
41008.008008000004,36081.100840497376,0.20503365966803339
42258.25825825,37243.37213059857,0.1982181554752535
43508.5085085,38393.46851119666,0.19196020265486952
44758.75875875,39510.633549947495,0.18656925805258026
46009.009009,40672.16007381631,0.18140450587860152
47259.25925925001,41827.70648722204,0.17642419857630107
48509.50950950001,42973.02689895188,0.17176911236652015
49759.759759750006,44116.91591357595,0.16718488671530918
51010.010010000005,45260.14445480055,0.16292959656476094
52260.260260250005,46398.39765129541,0.1587767431825032
53510.510510500004,47541.58551969376,0.15483670901020516
54760.76076075,48680.230904186916,0.1511791537300269
56011.01101100001,49821.33342308126,0.14770518107669123
57261.26126125001,50962.95007814744,0.14433141088117693
58511.51151150001,52101.11604938893,0.14112690447528914
59761.76176175001,53238.99497339916,0.13801168543216152
61012.01201200001,54375.77727880836,0.1350931269801935
62262.262262250006,55514.612518200454,0.13222218517875692
63512.512512500005,56650.94122139577,0.12952745315971279
64762.762762750004,57786.701911645665,0.12691904080194252
66013.013013,58924.13168915044,0.12439504205650302
67263.26326325,60057.611239160746,0.12200042487708805
68513.5135135,61193.929962481016,0.11964412999398633
69763.76376375,62329.21883740522,0.11741096612629198
71014.01401400001,63464.06707278996,0.11524994637889974
72264.26426425001,64598.944726010384,0.11318810848343963
73514.51451450001,65730.57532412004,0.11120799293908099
74764.76476475001,66865.26835472696,0.10926102519122918
76015.01501500001,67999.45615570726,0.10737360500462871
77265.26526525001,69134.11042443197,0.10555156509458329
78515.51551550001,70265.55423009953,0.1038511766967301
79765.76576575001,71397.27630776941,0.10212199216041742
81016.01601600001,72529.96494261122,0.10049992855643457
82266.26626625001,73666.799122131,0.09896867149517112
83516.5165165,74796.94325601813,0.09737682277009747
84766.76676675,75929.3888425699,0.09587845720321661
86017.017017,77062.39804448861,0.09438604435018136
87267.26726725,78193.01842436247,0.09300002704515686
88517.5175175,79323.43875485481,0.09169176293186584
89767.76776775,80458.91611512736,0.09030667287716328
91018.018018,81587.21627412121,0.08900775662168228
92268.26826825002,82724.9565930338,0.08780499581598862
93518.51851850002,83856.79211454796,0.08661582352687712
94768.76876875001,84991.93348389392,0.085475907175707
96019.01901900001,86120.21989386977,0.08423998910526986
97269.26926925001,87250.56660165325,0.08311488567046485
98519.51951950001,88387.25522652874,0.08201982298341871
99769.76976975001,89521.33905603283,0.08090953044476015
101020.02002000001,90644.70752064438,0.07989163788730427
102270.27027025001,91778.82963527742,0.0788556039728613
103520.52052050001,92910.48540184308,0.07787465950910431
104770.77077075001,94040.8746659838,0.07684037073646499
106021.02102100001,95172.10775159721,0.07591812490616022
107271.27127125,96306.50204267168,0.07502521097733728
108521.5215215,97436.01207430812,0.07408083687893363
109771.77177175,98561.08880104248,0.07324375290647371
111022.02202200002,99694.07905998101,0.07237256238678452
112272.27227225002,100821.55592773895,0.07155427194779511
113522.52252250002,101957.0288632997,0.07068653773224703
114772.77277275002,103088.88653264348,0.06983829716543702
116023.02302300002,104219.00533952453,0.06907692830370366
117273.27327325002,105345.74846588227,0.06832133340844411
118523.52352350001,106482.89659276594,0.0675789295867056
119773.77377375001,107612.25781624435,0.06681427663456282
121024.02402400001,108740.81170354155,0.06606596608002693
122274.27427425001,109876.1115104709,0.065371065346005
123524.52452450001,111005.50910812101,0.06466143366465724
124774.77477475001,112132.51847321396,0.06399245695056527
126025.02502500001,113257.85454104067,0.06330470933154557
127275.27527525001,114397.1476851015,0.0626920113763326
128525.52552550001,115523.64490856079,0.06199309255246255
129775.77577575001,116649.59174692066,0.06139677668713431
131026.026026,117786.07420075372,0.06068215430119309
132276.27627625002,118907.08958122048,0.06012577000324108
133526.5265265,120042.66551210641,0.05956469295004103
134776.77677675002,121170.59376442975,0.058904785463986725
136027.027027,122297.7842589877,0.058345009305383694
137277.27727725002,123429.56283501668,0.05771311085461328
138527.5275275,124563.85951679737,0.057281774279039556
139777.77777775002,125687.34321103008,0.05663273108203566
141028.02802800003,126820.48897682298,0.0561169870087178
142278.27827825,127948.10639870094,0.05561661492383405
143528.52852850003,129075.78641059069,0.05504939443506178
144778.77877875,130206.6371268852,0.054546286838743636
146029.02902900003,131343.70526757475,0.05401723566485956
147279.27927925,132469.13886069384,0.05352734176536926
148529.52952950003,133595.77614927277,0.0529782698833327
149779.77977975,134729.09478037272,0.052493159766737574
151030.03003000002,135858.81783593228,0.052067389266758086
152280.28028025,136980.83830078036,0.051596080216257535
153530.53053050002,138116.09458982162,0.05111313130300151
154780.78078075,139247.2067716682,0.050686817656035166
156031.03103100002,140373.3029469237,0.050348528054519684
157281.28128125,141512.17977921572,0.04979306607371649
158531.53153150002,142633.97140114725,0.0494957380562818
159781.78178175,143757.3923444804,0.048955788768517305
161032.03203200002,144896.59035039242,0.04857122396291992
162282.28228225003,146029.37876374202,0.04817823558539276
163532.53253250002,147147.1280383545,0.047714357264234196
164782.78278275003,148286.38190532697,0.04733946321544836
166033.033033,149424.14104172075,0.046902959853376294
167283.28328325003,150555.0264423537,0.04657084940943593
168533.5335335,151676.27498945288,0.04613083852932836
169783.78378375003,152809.15033477216,0.045818202255902496
171034.034034,153936.18454444254,0.04538340851085341
172284.28428425002,155070.60936443106,0.044998065865764526
173534.5345345,156198.11923074265,0.04466499914859659
174784.78478475002,157326.9659324609,0.04429445259646961
176035.035035,158459.15247210144,0.0439416786181457
177285.28528525002,159578.83830521328,0.043574221546631514
178535.5355355,160712.45687593124,0.04325079498419564
179785.78578575002,161841.96160476693,0.042956156306557164
181036.036036,162982.10401326473,0.04259590686418266
182286.28628625002,164093.7067118822,0.0422091312374554
183536.53653650003,165238.35784530055,0.04193560923839748
184786.78678675002,166366.97391701615,0.04155561416886485
186037.03703700003,167487.92181483496,0.0412987625266485
187287.28728725002,168617.78043356596,0.041009812753895716
188537.53753750003,169745.42184742013,0.040695207391979224
189787.78778775,170883.13363212292,0.04034017283249034
191038.03803800003,172015.74878139643,0.04007991283940315
192288.28828825,173147.191498192,0.03971420855632911
193538.53853850003,174270.05556675757,0.039440634786093186
194788.78878875,175408.44512753683,0.03914131026331426
196039.03903900002,176532.04091797356,0.03882902833693058
197289.28928925,177667.42015566232,0.03858840185855529
198539.53953950002,178797.30169602088,0.0382796069839527
199789.78978975,179920.20813139426,0.038088808903310414
201040.04004000002,181044.7976465564,0.037759429651812636
202290.29029025004,182180.98561993797,0.037465983224643236
203540.54054050002,183307.84452998967,0.03716880607085108
204790.79079075003,184444.64306337925,0.036941913739156194
206041.04104100002,185565.40974713129,0.03667198176630524
207291.29129125003,186709.82566306693,0.03631602937219664
208541.54154150002,187838.76062501554,0.03610160901114378
209791.79179175003,188967.09473476678,0.03584668727931422
211042.04204200002,190101.63541858387,0.035635737785255236
212292.29229225003,191221.1572632378,0.03538069235373853
213542.5425425,192366.2046107898,0.03515949115798367
214792.79279275003,193486.76790954778,0.03486156102674072
216043.043043,194614.77424679056,0.03461724989040643
217293.29329325003,195744.32010901126,0.03440699134846182
218543.5435435,196873.21884491047,0.03414177320640775
219793.79379375002,198003.63324920723,0.033922440802227255
221044.04404400004,199129.55220124937,0.03367143255271532
222294.29429425002,200265.72913091414,0.03351501691850699
223544.54454450004,201385.364693398,0.033201054894901175
224794.79479475002,202532.33232948434,0.033017633482899954
226045.04504500004,203653.95340601774,0.03278336862789548
227295.29529525002,204783.58155026834,0.03250490157036368
228545.54554550003,205913.9835725091,0.03237306727830598
229795.79579575002,207047.61421026132,0.03217595164595088
231046.04604600003,208178.40892705397,0.03188714913116492
232296.29629625002,209307.8521688296,0.03163962503531486
233546.54654650003,210432.1328089093,0.03150171401957948
234796.79679675002,211567.07158262574,0.03129029036005437
236047.04704700003,212690.7041007482,0.031035701625003305
237297.29729725,213825.48600373117,0.030862952840466043
238547.54754750003,214958.8950004323,0.03062880776740815
239797.79779775,216080.99812126928,0.030402676719360498
241048.04804800003,217207.59261405913,0.030216493330101186
242298.29829825004,218337.66719862606,0.03002892708174346
243548.54854850002,219458.53598836382,0.029907534964922506
244798.79879875004,220609.01770054398,0.029700787359415264
246049.04904900002,221740.3034127159,0.02944015459175059
247299.29929925004,222838.6095075715,0.029321956580177083
248549.54954950002,224003.8026792812,0.029247768386105495
249799.79979975004,225145.98992412686,0.02890837921564207
251050.05005000002,226243.37007861573,0.028662476889681345
252300.30030025003,227379.2007144073,0.02862344227615472
253550.55055050002,228475.90752355935,0.02844159040611216
254800.80080075003,229681.43271876295,0.02842078994960161
256051.05105100002,230829.80038422748,0.02806902872510517
257301.30130125003,231904.774945174,0.027842905609578972
258551.55155150002,233065.01660612895,0.027799328328648013
259801.80180175003,234132.40253023757,0.027521684917297486
261052.052052,235334.89097329523,0.027351593205083766
262302.30230225006,236470.1966929763,0.02726945483660367
263552.55255250004,237561.14015962151,0.027062108758743125
264802.80280275,238675.35581478593,0.026881076896393966
266053.053053,239820.48317523906,0.026736775305766125
267303.30330325005,240957.32049376826,0.02654438110529132
268553.55355350004,242099.05755705308,0.02636235650943748
269803.80380375,243248.4268333737,0.026195797401749255
271054.054054,244333.3663066778,0.025975480598534845
272304.30430425005,245482.15236174897,0.02586105561861982
273554.55455450004,246613.73961012755,0.025688234446202763
274804.80480475,247745.44633580587,0.025546166648553876
276055.055055,248867.74346564096,0.0253691559616204
277305.30530525005,250003.09699440797,0.025176474347131154
278555.55555550003,251137.7554338386,0.02503436582379497
279805.80580575,252269.59215658848,0.024916974184530087
281056.05605600006,253394.98300659645,0.02471783106165147
282306.30630625004,254514.9927416071,0.02458831319553524
283556.5565565,255657.6667847171,0.02441837515467524
284806.80680675,256791.1140987732,0.024397668436482688
286057.05705700006,257918.0736022652,0.02409989940087502
287307.30730725004,259051.77725521932,0.024048592305396396
288557.5575575,260170.44197816422,0.023871984235727152
289807.80780775,261324.67819421782,0.023685840309409425
291058.05805800005,262445.7770151161,0.023567589295851735
292308.30830825004,263588.91563543264,0.02340971985840155
293558.5585585,264700.59683442593,0.023207833422815856
294808.80880875,265848.7423144785,0.02316908608367732
296059.05905900005,266984.0674787315,0.023000376513231686
297309.30930925003,268097.9133925057,0.022879081364285982
298559.5595595,269234.51646763977,0.022682552022933206
299809.80980975,270378.6661710518,0.02252129573986107
301060.06006000005,271511.46019407385,0.022441760755980464
302310.31031025003,272625.13767718134,0.02232343458156386
303560.5605605,273754.257050033,0.022167862169673293
304810.81081075006,274893.04570712824,0.021988726491666572
306061.06106100004,276021.65773327777,0.021844021980087194
307311.31131125,277145.3238053313,0.02169730361197283
308561.5615615,278295.3105560568,0.021685147177311865
309811.81181175006,279426.75818188454,0.021508133604476468
311062.06206200004,280546.5925898443,0.021370182599059116
312312.31231225,281691.93206129776,0.021223863993897536
313562.5625625,282806.93884729495,0.02112995424093272
314812.81281275005,283943.2080952447,0.020958886090480876
316063.06306300004,285089.5990090257,0.020894234192008063
317313.31331325,286215.1128532751,0.020715683834077007
318563.5635635,287338.64858417783,0.020584095876742765
319813.81381375005,288474.27841664304,0.020472704495488533
321064.06406400003,289616.62059922813,0.020343798019780077
322314.31431425,290726.185703034,0.020262171703151775
323564.56456450006,291880.929992533,0.0201934201437267
324814.81481475005,292972.99618936575,0.020001044442694765
326065.06506500003,294118.9228513025,0.019886038020651142
327315.31531525,295243.8931952402,0.019756004062245903
328565.56556550006,296396.792324197,0.019614260340125048
329815.81581575004,297519.6478054182,0.019608683299325264
331066.066066,298649.92168149137,0.019451241750110624
332316.31631625,299767.3678392364,0.01930916189607633
333566.56656650006,300942.10680820106,0.019221827553084152
334816.81681675004,302049.61379421235,0.019042504356902586
336067.067067,303182.02972387604,0.018988293696773757
337317.31731725,304330.57645190693,0.018857886670401176
338567.56756750005,305450.3044471369,0.018751902175529026
339817.81781775004,306572.73127728776,0.018610636584436898
341068.068068,307710.534017516,0.0184833240835513
342318.31831825007,308845.18999685673,0.018448466915065725
343568.56856850005,309961.0780400962,0.018306151823984047
344818.81881875003,311106.571484793,0.018156678367600678
346069.069069,312246.29988652014,0.01804954089129497
347319.31931925006,313367.6735622009,0.01801378491594373
348569.56956950005,314518.87103853625,0.01781740796853819
349819.81981975003,315627.60298658744,0.017659990367335284
351070.07007,316776.11806365097,0.017582340381981927
352320.32032025006,317903.03322162817,0.01752953782190314
353570.57057050004,319038.4545878873,0.017489194070938515
354820.82082075,320163.77030176815,0.01734293844607026
356071.071071,321291.72556516924,0.01720926879894989
357321.32132125006,322427.83284906915,0.01720214180318388
358571.57157150004,323571.9148999111,0.017051619560371375
359821.82182175,324695.95886529575,0.01688518200746536
361072.072072,325844.40455107426,0.01683360527587861
362322.32232225005,326972.35949446424,0.01672724280140335
363572.57257250004,328096.5189830595,0.016577295443465086
364822.82282275,329233.9367468818,0.016561126788027066
366073.07307300007,330357.5664233616,0.016393580915231878
367323.32332325005,331501.06798086216,0.016339903026683426
368573.57357350003,332619.2623546015,0.016238971718755595
369823.82382375,333774.6948346446,0.0161720068588199
371074.07407400006,334889.8430270664,0.01603199425610859
372324.32432425005,336040.2006485937,0.015922744799757776
373574.57457450003,337136.8079972639,0.015862672893131324
374824.82482475,338287.61977237865,0.015780443800621567
376075.07507500006,339425.9280336123,0.015612487832524427
377325.32532525004,340572.78557597817,0.01559022298454014
378575.5755755,341697.30379284703,0.015478809750245235
379825.82582575,342819.19160241145,0.015354185247835429
381076.07607600006,343950.289406296,0.015268069572179537
382326.32632625004,345078.3282392816,0.015178123499365861
383576.5765765,346215.978269919,0.015100484659336045
384826.82682675007,347352.56621208164,0.014976323437053072
386077.07707700005,348496.28039884317,0.014889821675071314
387327.32732725004,349626.48081925843,0.014796269552619154
388577.5775775,350751.34576998936,0.014717298373390027
389827.82782775006,351896.2926321773,0.014599389490058446
391078.07807800005,353030.8833212447,0.014575661877509081
392328.32832825003,354130.7877347601,0.014465459513326952
393578.5785785,355293.7027184077,0.014423173292970234
394828.82882875006,356432.9205450703,0.01428196846736606
396079.07907900005,357561.8326953588,0.014207585056437391
397329.32932925003,358699.03447293164,0.01414416421806359
398579.5795795,359843.8994295309,0.014038982740855063
399829.82982975006,360960.34298508085,0.01393599168014958
401080.08008000004,362093.24027033517,0.013850739590911756
402330.33033025,363220.14036005386,0.01374809075789157
403580.5805805001,364375.3600634856,0.013661324673508947
404830.83083075006,365493.0076157991,0.013589394648696929
406081.08108100004,366626.24177091965,0.013515614149436337
407331.33133125,367746.1364664326,0.013510235989986918
408581.58158150007,368886.7093052716,0.01337845581287499
409831.83183175005,370037.5739282606,0.013244731864372805
411082.08208200004,371140.2489256207,0.013169155105302598
412332.33233225,372305.0145384328,0.013138865876519107
413582.58258250006,373451.28984664753,0.012937032148323481
414832.83283275005,374592.2415935637,0.012946566517462756
416083.08308300003,375719.6541531771,0.01282608815815491
417333.33333325,376831.00110737485,0.012801191873766734
418583.58358350006,377976.848317055,0.01273553802486254
419833.83383375005,379116.1556334878,0.012618175524864352
421084.08408400003,380235.031946873,0.01247473779477599
422334.3343342501,381377.4883075668,0.012447391234290811
423584.58458450006,382513.7046045666,0.012351333056589552
424834.83483475004,383636.57375906425,0.012266233293423107
426085.085085,384762.9040331261,0.012146466610775335
427335.33533525007,385912.9355656021,0.012174138273845008
428585.58558550006,387047.42012941965,0.011986424208334399
429835.83583575004,388182.8284193441,0.011995809200799281
431086.086086,389312.726343801,0.011869628581835033
432336.33633625007,390455.60779366305,0.011858206787113652
433586.58658650005,391558.71503848163,0.011742657279518795
434836.83683675004,392701.6698306391,0.011622807852765956
436087.087087,393862.3747268756,0.011608751077208584
437337.33733725006,394986.0106335552,0.011436581586299613
438587.58758750005,396102.47201365186,0.011541682510960655
439837.83783775003,397277.18627847335,0.011310991713238247
441088.0880880001,398409.7157230621,0.011273736037739278
442338.33833825006,399523.1608077248,0.011142477845305003
443588.58858850005,400642.85406514903,0.011101438493890592
444838.83883875003,401793.5729711673,0.011070778685054253
446089.0890890001,402938.3438206359,0.010968966056225842
447339.33933925006,404049.0374918805,0.010911927856069164
448589.58958950004,405175.11755297607,0.010847213482034802
449839.83983975,406312.46551718144,0.010807349636505334
451090.09009000007,407465.7058588937,0.010677906712680436
452340.34034025006,408589.3088134691,0.01061869549019894
453590.59059050004,409763.237646176,0.010531537511645567
454840.84084075,410891.5434040348,0.010440053163958088
456091.09109100007,411981.6290193061,0.010373385374297805
457341.34134125005,413137.5575035623,0.01032240736047511
458591.59159150004,414279.212455844,0.01024887402432357
459841.84184175,415407.2536889221,0.010202160206643702
461092.09209200006,416535.907816254,0.01006128944356844
462342.34234225005,417711.2786778798,0.009972118021669321
463592.59259250003,418798.4934250199,0.009933128637826659
464842.8428427501,419974.36117121467,0.00989838978042887
466093.09309300006,421112.8304738481,0.00986548451993635
467343.34334325005,422220.3827452087,0.009751477066376732
468593.59359350003,423370.6840587089,0.009635813444861875
469843.8438437501,424489.8442777633,0.009646305662161453
471094.09409400006,425622.3273703081,0.00955220913329288
472344.34434425004,426771.606238895,0.009457741510040382
473594.5945945,427888.70567943406,0.009322885455342048
474844.84484475007,429052.7954943064,0.009333814043613668
476095.09509500006,430176.6315892485,0.009246264934540902
477345.34534525004,431329.88282627874,0.009211300350551907
478595.5955955,432437.46486556233,0.009102971449666935
479845.84584575007,433594.1311573148,0.009077414798244367
481096.09609600005,434705.5855561042,0.009034207393981116
482346.34634625004,435990.33431071416,0.009486202559088991
483596.5965965001,437144.9864813709,0.009461502722084819
484846.84684675006,438299.09917729103,0.00937942871824085
486097.09709700005,439423.1903747543,0.009383123927570389
487347.34734725003,440573.2953261968,0.009276766386146091
488597.5975975001,441689.71255551314,0.009196296523947128
489847.84784775006,442817.80488893547,0.0090613528206289
491098.09809800005,443979.6034557008,0.009007661636650897
492348.34834825003,445097.79846559616,0.009007109538271768
493598.5985985001,446254.78217520483,0.00893446305709335
494848.84884875006,447370.82470801164,0.008888142056496894
496099.09909900004,448507.63280061947,0.008813236240301125
497349.34934925,449653.9749709063,0.00879350797232736
498599.59959950007,450766.57604637253,0.008726463089237448
499849.84984975006,451935.7542169492,0.008650930190413516
501100.10010000004,453054.3386751112,0.008531443864279547
502350.3503502501,454204.11685622344,0.008482135490591134
503600.60060050007,455326.45455953,0.0084613637724277
504850.85085075005,456486.19327585475,0.00837733818710687
506101.10110100004,457586.8578983811,0.008329888606315686
507351.3513512501,458761.4071560807,0.008229958169280743
508601.60160150006,459866.41185319365,0.008152139254573735
509851.85185175005,461018.3287781325,0.00813210683897953
511102.10210200003,462135.1894050309,0.008036843154300036
512352.3523522501,463247.8009331848,0.00797181330655795
513602.60260250006,464443.79006940447,0.00793406709902959
514852.85285275005,465589.73401127715,0.007885854236887287
516103.10310300003,466687.61184647394,0.007794204419036376
517353.3533532501,467831.70012359996,0.0077311233376772355
518603.60360350006,468969.7291337028,0.007703071977966998
519853.85385375004,470107.18091800605,0.007604280047791625
521104.104104,471087.5928604757,0.007011556012695013
522354.35435425007,472209.4015624538,0.0069530634042432
523604.60460450005,473369.4664815319,0.006858011059266264
524854.85485475,474523.12140432344,0.00675602591448495
526105.1051050001,475657.1236082605,0.006742805334986122
527355.3553552501,476786.77150319243,0.006632520208756933
528605.6056055,477917.42163748463,0.00662270668423945
529855.85585575,479067.23127810645,0.006580209375577405
531106.106106,480177.7979805566,0.006543469850207663
532356.35635625,481333.56853942975,0.006450986214448939
533606.6066065001,482444.49692651303,0.006366548316455155
534856.8568567501,483575.82537186454,0.006295109790567477
536107.1071070001,484754.9395984371,0.006250577770169403
537357.3573572501,485856.8264495961,0.006215307422751607
538607.6076075,487004.5361236926,0.006127152381875574
539857.85785775,488144.6000401367,0.006069201228505858
541108.108108,489270.92664729204,0.006058702323628185
542358.3583582501,490395.04490014684,0.005998044621288932
543608.6086085001,491536.4738729176,0.0059477925380034165
544858.8588587501,492694.0957381148,0.0058892512020532846
546109.1091090001,493848.5001554255,0.005781784706574432
547359.35935925,494983.55111388676,0.005780105753363261
548609.6096095,496110.6828128169,0.005721432775378339
549859.85985975,497221.8865982477,0.005636678433361032
551110.11011,498405.080037818,0.005654878519892046
552360.3603602501,499499.94892221375,0.005548205814713047
553610.6106105001,500683.6583888146,0.005493434813730619
554860.8608607501,501793.4487901973,0.005409563458687745
556111.1111110001,502952.7166268285,0.005373283568185071
557361.36136125,504079.6604388794,0.005297630306027947
558611.6116115,505222.8931727735,0.005258315732561226
559861.86186175,506348.9247141324,0.005169863139053135
