frequency,amplitude,phase
1e4,1506400975938281e-21,-2.6277226923079615
10931.832,8074314091987581e-22,-1.1325106412974821
11863.664,8485163469444517e-22,-0.9765064805030713
12795.496000000001,7558253068443457e-22,-0.4589660918042952
13727.328000000001,14114663027269196e-22,-1.83163648163715
14659.160000000002,23644326296340125e-22,-1.761247003838368
15590.992000000002,8640249508059184e-21,0.47236289007675347
16522.824,13176004446031273e-22,-1.266588928830789
17454.656000000003,7518716672959353e-22,-1.2939452195265482
18386.488000000005,3822180665171714e-22,2.7795195624075144
19318.320000000003,1730799028463124e-21,1.7711482566849324
20250.152000000002,7822889848929037e-22,0.7808603073422636
21181.984000000004,9843382243799907e-23,2.1938998137078958
22113.816000000006,13041387474618381e-23,1.5613156982980636
23045.648000000005,980146630213555e-22,-0.04430434530383509
23977.480000000003,6446246999765324e-24,2.212480588924628
24909.312000000005,1812025275937906e-23,-2.2996974841735875
25841.144000000008,315198204244442e-22,0.5835658452358712
26772.976000000006,496147521450146e-22,1.4580822655694021
27704.808000000005,1109584338642364e-23,-0.17665646730033446
28636.640000000007,12278431937003456e-23,-0.8445606362498512
29568.47200000001,38310214944235225e-24,-2.9508885547389325
30500.304000000007,1698119668332916e-22,0.8646710180230307
31432.136000000006,38771630850529563e-23,-2.8172780154451593
32363.968000000008,6531977867127408e-22,-2.395255656983679
33295.80000000001,38798997451330655e-23,1.1630594882609897
34227.63200000001,11524699427158974e-22,1.4512622169843097
35159.46400000001,6457615859027116e-21,-2.9739014190581776
36091.29600000001,4122820991570504e-21,-2.6026279992569368
37023.12800000001,17821360310664788e-23,-1.1870986061804079
37954.96000000001,6995993752794763e-22,-0.8806397334812277
38886.79200000001,8291361244378834e-22,-1.4046689072730694
39818.62400000001,12816094422478949e-22,-2.7376641234837376
40750.45600000001,25554240450872973e-22,2.6425716045180785
41682.288000000015,2726982826539782e-21,-3.0173339374940578
42614.12000000001,7538100463656485e-22,0.22127284256784144
43545.95200000001,7350834741474406e-22,2.614597118201263
44477.784000000014,10245668508838852e-22,-2.610942747813438
45409.61600000001,1000191398930655e-21,-2.8523556427517422
46341.44800000001,9975262844837575e-22,-2.5693690050309326
47273.28000000001,11420318209682997e-22,-2.570276576241969
48205.112000000016,12839861761269954e-22,-2.903559414215051
49136.94400000002,13975111946091123e-22,-2.794544403806233
50068.77600000001,15353096029000666e-22,-2.678500952499634
51000.608000000015,1656700830932491e-21,-2.8514403920919964
51932.44000000002,17705235584615952e-22,-2.8694717376602004
52864.27200000001,20677674027895766e-22,-2.794344040008104
53796.104000000014,2385935013544437e-21,-2.8521730813119834
54727.936000000016,2681497324972201e-21,-2.854554059477554
55659.76800000002,3177317013995176e-21,-2.8490136863000233
56591.60000000002,381974140271472e-20,-2.869768792698889
57523.432000000015,4525896812176518e-21,-2.9197962122463537
58455.26400000002,5792570205450087e-21,-2.915938336467746
59387.09600000002,7690389667278658e-21,-2.9907588561714906
60318.928000000014,11126954768024034e-21,-3.0107282153411092
61250.76000000002,19433877040082813e-21,-3.1412592957026626
62182.59200000002,60398494521804955e-21,2.5806295202989493
63114.42400000002,4977993291812783e-20,-2.255189144786779
64046.25600000002,19109229903517498e-21,-2.6755461100760076
64978.08800000002,12066963711436964e-21,-2.7710334225184674
65909.92000000001,8846228349827455e-21,-2.827366018521687
66841.75200000002,71221006637905896e-22,-2.8527961638549453
67773.58400000002,5979019579124156e-21,-2.8728496478945096
68705.41600000003,5175656638394649e-21,-2.9006995177027326
69637.24800000002,459554827480466e-20,-2.9093305199196946
70569.08000000002,4153468993662286e-21,-2.927016290296004
71500.91200000003,379163784293557e-20,-2.9376568646137122
72432.74400000002,3503991100006435e-21,-2.951028530144942
73364.57600000003,327623100950877e-20,-2.965023278219133
74296.40800000002,30801517473441653e-22,-2.976354304788931
75228.24000000002,2909685335852802e-21,-2.985764771049834
76160.07200000003,27701136209142952e-22,-2.9879872733193236
77091.90400000002,26434290520750767e-22,-2.995328128153212
78023.73600000002,2532705451809605e-21,-3.010050329459634
78955.56800000003,2442677694839935e-21,-3.0224714886802273
79887.40000000002,23467030530911504e-22,-3.0302650819220824
80819.23200000002,2275242586684734e-21,-3.0290430023798365
81751.06400000003,21978700714263923e-22,-3.038525725271772
82682.89600000002,2137195474969438e-21,-3.0499206308921925
83614.72800000003,20791994232387355e-22,-3.0594564117933887
84546.56000000003,20284975248503915e-22,-3.0614806446598517
85478.39200000002,19840818398666876e-22,-3.0758932245569706
86410.22400000003,19320096735315692e-22,-3.0783530916047317
87342.05600000003,18997786970115335e-22,-3.09038539146798
88273.88800000004,18527578867113234e-22,-3.0941507647962325
89205.72000000003,18269902091953612e-22,-3.0985908824133066
90137.55200000003,179067250575796e-20,-3.0994652923685555
91069.38400000003,17554846132499632e-22,-3.1091497753220216
92001.21600000003,17293737222450639e-22,-3.11447791646251
92933.04800000002,1706444796921297e-21,-3.1217227781875385
93864.88000000003,1677846755866235e-21,-3.1290995868040175
94796.71200000003,16579699284520882e-22,-3.1345170888022085
95728.54400000002,16322060059042522e-22,3.1406107313526217
96660.37600000003,16108865000920304e-22,3.1387854660208854
97592.20800000003,15899145354248655e-22,3.1309950143716843
98524.04000000004,15693496287539482e-22,3.124183343367001
99455.87200000003,1556438600240157e-21,3.119389272977622
100387.70400000003,15382570086946283e-22,3.1149610235994625
101319.53600000004,15262941124183124e-22,3.1086649228558185
102251.36800000003,1508892485416092e-21,3.098743424189931
103183.20000000004,14969470114805353e-22,3.0926626970759825
104115.03200000004,1479532415147813e-21,3.090075420992827
