frequency,amplitude,phase
1e3,95.33932021584924,1.4045119652997429
2250.25025025,458.81639277306846,1.2340789122321896
3500.5005005000003,1037.6012603965878,1.0811002438016695
4750.75075075,1763.5377120112566,0.9487463271075349
6001.0010010000005,2580.2731952079644,0.8363579884371499
7251.251251250001,3446.6730822579225,0.7420696060709324
8501.5015015,4339.2059473439585,0.6630437200304754
9751.751751750002,5242.900432623058,0.5966998819903268
11002.002002000001,6148.910401063682,0.5405226140701813
12252.25225225,7054.726079540749,0.4927107869289779
13502.502502500001,7955.585549291555,0.4518669866126619
14752.752752750002,8852.898704962206,0.4165651280344369
16003.003003000002,9746.305621988859,0.38602373932708106
17253.25325325,10635.20833188595,0.35924224934055177
18503.503503500004,11519.04030789207,0.33566803933976824
19753.753753750003,12399.8090295792,0.31470510321240897
21004.004004000002,13276.253422535068,0.2959750254105184
22254.25425425,14148.707479729323,0.2791488969296261
23504.5045045,15020.367760588526,0.26401045090146874
24754.754754750003,15888.65425651283,0.2501333797566656
26005.005005000003,16755.31453929572,0.23734021811144118
27255.255255250002,17618.60544404515,0.22553194916476385
28505.505505500005,18484.412548464912,0.21397664160238347
29755.755755750004,19316.71231616701,0.20159615198642428
31006.006006000003,20037.591905512258,0.1900918480935085
32256.256256250002,20712.640307915706,0.19759532518298306
33506.5065065,21851.534973399048,0.1897348699116281
34756.75675675,22680.808449429256,0.1779980820746382
36007.00700700001,23580.614587235254,0.17099328275450046
37257.25725725001,24457.559979659894,0.1650810733057634
38507.507507500006,25313.60734233703,0.15837329098538766
39757.757757750005,26143.671226627626,0.15251347478473123
41008.008008000004,26999.443708906296,0.1478929050904215
42258.25825825,27857.673421611253,0.14258887289585803
43508.5085085,28705.684283341478,0.13765218273536517
44758.75875875,29529.003377028832,0.1334632094308795
46009.009009,30390.835282799468,0.12940627757053316
47259.25925925001,31243.6721610497,0.1255890584451688
48509.50950950001,32088.136575073146,0.12175503156680435
49759.759759750006,32934.02243212866,0.11816064590139984
51010.010010000005,33778.39117365078,0.11473100049819641
52260.260260250005,34623.04066511389,0.11130754620440829
53510.510510500004,35467.250419568256,0.10816182795200459
