"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+1.68533533534E+005, +4.58286443712E+000, +0.00000000000E+000
+1.69783783784E+005, +4.57454227556E+000, +0.00000000000E+000
+1.71034034034E+005, +4.57238638966E+000, +0.00000000000E+000
+1.72284284284E+005, +4.57075957626E+000, +0.00000000000E+000
+1.73534534535E+005, +4.56902355340E+000, +0.00000000000E+000
+1.74784784785E+005, +4.56811205054E+000, +0.00000000000E+000
+1.76035035035E+005, +4.56293595452E+000, +0.00000000000E+000
+1.77285285285E+005, +4.56348143017E+000, +0.00000000000E+000
+1.78535535536E+005, +4.56189121581E+000, +0.00000000000E+000
+1.79785785786E+005, +4.55941645505E+000, +0.00000000000E+000
+1.81036036036E+005, +4.56099515815E+000, +0.00000000000E+000
+1.82286286286E+005, +4.56324928562E+000, +0.00000000000E+000
+1.83536536537E+005, +4.56234035406E+000, +0.00000000000E+000
+1.84786786787E+005, +4.56247597111E+000, +0.00000000000E+000
+1.86037037037E+005, +4.56229958460E+000, +0.00000000000E+000
+1.87287287287E+005, +4.56261082792E+000, +0.00000000000E+000
+1.88537537538E+005, +4.56875335551E+000, +0.00000000000E+000
+1.89787787788E+005, +4.56991756524E+000, +0.00000000000E+000
+1.91038038038E+005, +4.57170987221E+000, +0.00000000000E+000
+1.92288288288E+005, +4.57015119784E+000, +0.00000000000E+000
+1.93538538539E+005, +4.57730326998E+000, +0.00000000000E+000
+1.94788788789E+005, +4.57790407700E+000, +0.00000000000E+000
+1.96039039039E+005, +4.58320618676E+000, +0.00000000000E+000
+1.97289289289E+005, +4.58475305273E+000, +0.00000000000E+000
+1.98539539540E+005, +4.58494698679E+000, +0.00000000000E+000
+1.99789789790E+005, +4.59015008954E+000, +0.00000000000E+000
+2.01040040040E+005, +4.59672157450E+000, +0.00000000000E+000
+2.02290290290E+005, +4.60197932165E+000, +0.00000000000E+000
+2.03540540541E+005, +4.60721266787E+000, +0.00000000000E+000
+2.04790790791E+005, +4.60733958160E+000, +0.00000000000E+000
+2.06041041041E+005, +4.61588601115E+000, +0.00000000000E+000
+2.07291291291E+005, +4.61899465321E+000, +0.00000000000E+000
+2.08541541542E+005, +4.62614748991E+000, +0.00000000000E+000
+2.09791791792E+005, +4.62964212217E+000, +0.00000000000E+000
+2.11042042042E+005, +4.63606295109E+000, +0.00000000000E+000
+2.12292292292E+005, +4.64006614892E+000, +0.00000000000E+000
+2.13542542543E+005, +4.64824153062E+000, +0.00000000000E+000
+2.14792792793E+005, +4.65289136577E+000, +0.00000000000E+000
+2.16043043043E+005, +4.64661926479E+000, +0.00000000000E+000
+2.17293293293E+005, +4.66825248555E+000, +0.00000000000E+000
+2.18543543544E+005, +4.67440905689E+000, +0.00000000000E+000
+2.19793793794E+005, +4.68444457075E+000, +0.00000000000E+000
+2.21044044044E+005, +4.68662720779E+000, +0.00000000000E+000
+2.22294294294E+005, +4.69663364588E+000, +0.00000000000E+000
+2.23544544545E+005, +4.70339733602E+000, +0.00000000000E+000
+2.24794794795E+005, +4.71077287929E+000, +0.00000000000E+000
+2.26045045045E+005, +4.71816780829E+000, +0.00000000000E+000
+2.27295295295E+005, +4.72848408630E+000, +0.00000000000E+000
+2.28545545546E+005, +4.73592064013E+000, +0.00000000000E+000
+2.29795795796E+005, +4.74213951173E+000, +0.00000000000E+000
+2.31046046046E+005, +4.75088276152E+000, +0.00000000000E+000
+2.32296296296E+005, +4.75877584659E+000, +0.00000000000E+000
+2.33546546547E+005, +4.76926236178E+000, +0.00000000000E+000
+2.34796796797E+005, +4.77911144584E+000, +0.00000000000E+000
+2.36047047047E+005, +4.78433224960E+000, +0.00000000000E+000
+2.37297297297E+005, +4.79619474743E+000, +0.00000000000E+000
+2.38547547548E+005, +4.80210748176E+000, +0.00000000000E+000
+2.39797797798E+005, +4.81142324956E+000, +0.00000000000E+000
+2.41048048048E+005, +4.81931250484E+000, +0.00000000000E+000
+2.42298298298E+005, +4.83506297838E+000, +0.00000000000E+000
+2.43548548549E+005, +4.84236960493E+000, +0.00000000000E+000
+2.44798798799E+005, +4.84778998130E+000, +0.00000000000E+000
+2.46049049049E+005, +4.85960469454E+000, +0.00000000000E+000
+2.47299299299E+005, +4.87568061214E+000, +0.00000000000E+000
+2.48549549550E+005, +4.88434857737E+000, +0.00000000000E+000
+2.49799799800E+005, +4.89718628352E+000, +0.00000000000E+000
+2.51050050050E+005, +4.90467386292E+000, +0.00000000000E+000
+2.52300300300E+005, +4.92090715543E+000, +0.00000000000E+000
+2.53550550551E+005, +4.93135280892E+000, +0.00000000000E+000
+2.54800800801E+005, +4.94302531808E+000, +0.00000000000E+000
+2.56051051051E+005, +4.95363988078E+000, +0.00000000000E+000
+2.57301301301E+005, +4.96632528077E+000, +0.00000000000E+000
+2.58551551552E+005, +4.97679722009E+000, +0.00000000000E+000
+2.59801801802E+005, +4.98906192669E+000, +0.00000000000E+000
+2.61052052052E+005, +5.00446939481E+000, +0.00000000000E+000
+2.62302302302E+005, +5.01481142178E+000, +0.00000000000E+000
+2.63552552553E+005, +5.02485340884E+000, +0.00000000000E+000
+2.64802802803E+005, +5.03583823012E+000, +0.00000000000E+000
+2.66053053053E+005, +5.04983116224E+000, +0.00000000000E+000
+2.67303303303E+005, +5.06389594984E+000, +0.00000000000E+000
+2.68553553554E+005, +5.07704280921E+000, +0.00000000000E+000
+2.69803803804E+005, +5.08851709310E+000, +0.00000000000E+000
+2.71054054054E+005, +5.10261404637E+000, +0.00000000000E+000
+2.72304304304E+005, +5.11554339924E+000, +0.00000000000E+000
+2.73554554555E+005, +5.12746324576E+000, +0.00000000000E+000
+2.74804804805E+005, +5.14178177812E+000, +0.00000000000E+000
+2.76055055055E+005, +5.15721933370E+000, +0.00000000000E+000
+2.77305305305E+005, +5.17129054577E+000, +0.00000000000E+000
+2.78555555556E+005, +5.18474547207E+000, +0.00000000000E+000
+2.79805805806E+005, +5.19466834179E+000, +0.00000000000E+000
+2.81056056056E+005, +5.21135319115E+000, +0.00000000000E+000
+2.82306306306E+005, +5.22584603317E+000, +0.00000000000E+000
+2.83556556557E+005, +5.24342108640E+000, +0.00000000000E+000
+2.84806806807E+005, +5.25444838531E+000, +0.00000000000E+000
+2.86057057057E+005, +5.27218828348E+000, +0.00000000000E+000
+2.87307307307E+005, +5.28805325530E+000, +0.00000000000E+000
+2.88557557558E+005, +5.30121687201E+000, +0.00000000000E+000
+2.89807807808E+005, +5.31662872470E+000, +0.00000000000E+000
+2.91058058058E+005, +5.33162276441E+000, +0.00000000000E+000
+2.92308308308E+005, +5.34760903742E+000, +0.00000000000E+000
+2.93558558559E+005, +5.35959462442E+000, +0.00000000000E+000
+2.94808808809E+005, +5.37913754462E+000, +0.00000000000E+000
+2.96059059059E+005, +5.39478759805E+000, +0.00000000000E+000
+2.97309309309E+005, +5.41037484625E+000, +0.00000000000E+000
+2.98559559560E+005, +5.42623821061E+000, +0.00000000000E+000
+2.99809809810E+005, +5.44471091958E+000, +0.00000000000E+000
+3.01060060060E+005, +5.46018219627E+000, +0.00000000000E+000
+3.02310310310E+005, +5.47637621100E+000, +0.00000000000E+000
+3.03560560561E+005, +5.49181016088E+000, +0.00000000000E+000
+3.04810810811E+005, +5.50597720551E+000, +0.00000000000E+000
+3.06061061061E+005, +5.52688350704E+000, +0.00000000000E+000
+3.07311311311E+005, +5.54292981134E+000, +0.00000000000E+000
+3.08561561562E+005, +5.56095240956E+000, +0.00000000000E+000
+3.09811811812E+005, +5.57707646811E+000, +0.00000000000E+000
+3.11062062062E+005, +5.59547397630E+000, +0.00000000000E+000
+3.12312312312E+005, +5.61428031821E+000, +0.00000000000E+000
+3.13562562563E+005, +5.63150569966E+000, +0.00000000000E+000
+3.14812812813E+005, +5.64903996334E+000, +0.00000000000E+000
+3.16063063063E+005, +5.66935332387E+000, +0.00000000000E+000
+3.17313313313E+005, +5.68773019662E+000, +0.00000000000E+000
+3.18563563564E+005, +5.70545938093E+000, +0.00000000000E+000
+3.19813813814E+005, +5.72637465439E+000, +0.00000000000E+000
+3.21064064064E+005, +5.74342085339E+000, +0.00000000000E+000
+3.22314314314E+005, +5.76336089125E+000, +0.00000000000E+000
+3.23564564565E+005, +5.78025742405E+000, +0.00000000000E+000
+3.24814814815E+005, +5.80253819025E+000, +0.00000000000E+000
+3.26065065065E+005, +5.81906415322E+000, +0.00000000000E+000
+3.27315315315E+005, +5.84249096345E+000, +0.00000000000E+000
+3.28565565566E+005, +5.85859008500E+000, +0.00000000000E+000
+3.29815815816E+005, +5.87957873465E+000, +0.00000000000E+000
+3.31066066066E+005, +5.90088968193E+000, +0.00000000000E+000
+3.32316316316E+005, +5.92009189582E+000, +0.00000000000E+000
+3.33566566567E+005, +5.94072373758E+000, +0.00000000000E+000
+3.34816816817E+005, +5.96126493813E+000, +0.00000000000E+000
+3.36067067067E+005, +5.98075862671E+000, +0.00000000000E+000
+3.37317317317E+005, +6.00147775869E+000, +0.00000000000E+000
+3.38567567568E+005, +6.02153166615E+000, +0.00000000000E+000
+3.39817817818E+005, +6.04733803948E+000, +0.00000000000E+000
+3.41068068068E+005, +6.06486722154E+000, +0.00000000000E+000
+3.42318318318E+005, +6.08800884784E+000, +0.00000000000E+000
+3.43568568569E+005, +6.10951541989E+000, +0.00000000000E+000
+3.44818818819E+005, +6.13134854714E+000, +0.00000000000E+000
+3.46069069069E+005, +6.15384178434E+000, +0.00000000000E+000
+3.47319319319E+005, +6.17405252124E+000, +0.00000000000E+000
+3.48569569570E+005, +6.19707965879E+000, +0.00000000000E+000
+3.49819819820E+005, +6.21958295909E+000, +0.00000000000E+000
+3.51070070070E+005, +6.24319711165E+000, +0.00000000000E+000
+3.52320320320E+005, +6.26232085711E+000, +0.00000000000E+000
+3.53570570571E+005, +6.28774301193E+000, +0.00000000000E+000
+3.54820820821E+005, +6.30759811309E+000, +0.00000000000E+000
+3.56071071071E+005, +6.33132273172E+000, +0.00000000000E+000
+3.57321321321E+005, +6.35324037557E+000, +0.00000000000E+000
+3.58571571572E+005, +6.37733959850E+000, +0.00000000000E+000
+3.59821821822E+005, +6.39641332661E+000, +0.00000000000E+000
+3.61072072072E+005, +6.41666610511E+000, +0.00000000000E+000
+3.62322322322E+005, +6.43963498621E+000, +0.00000000000E+000
+3.63572572573E+005, +6.46263736318E+000, +0.00000000000E+000
+3.64822822823E+005, +6.48275946578E+000, +0.00000000000E+000
+3.66073073073E+005, +6.50062279059E+000, +0.00000000000E+000
+3.67323323323E+005, +6.52362075320E+000, +0.00000000000E+000
+3.68573573574E+005, +6.54360889962E+000, +0.00000000000E+000
+3.69823823824E+005, +6.56330425146E+000, +0.00000000000E+000
+3.71074074074E+005, +6.58305102540E+000, +0.00000000000E+000
+3.72324324324E+005, +6.60492274677E+000, +0.00000000000E+000
+3.73574574575E+005, +6.62492167041E+000, +0.00000000000E+000
+3.74824824825E+005, +6.64628759730E+000, +0.00000000000E+000
+3.76075075075E+005, +6.66524713251E+000, +0.00000000000E+000
+3.77325325325E+005, +6.68465394963E+000, +0.00000000000E+000
+3.78575575576E+005, +6.70730006605E+000, +0.00000000000E+000
+3.79825825826E+005, +6.72746160553E+000, +0.00000000000E+000
+3.81076076076E+005, +6.74963264071E+000, +0.00000000000E+000
+3.82326326326E+005, +6.77480423816E+000, +0.00000000000E+000
+3.83576576577E+005, +6.79916212274E+000, +0.00000000000E+000
+3.84826826827E+005, +6.82576988551E+000, +0.00000000000E+000
+3.86077077077E+005, +6.85057579949E+000, +0.00000000000E+000
+3.87327327327E+005, +6.87813461569E+000, +0.00000000000E+000
+3.88577577578E+005, +6.90543688065E+000, +0.00000000000E+000
+3.89827827828E+005, +6.93306114349E+000, +0.00000000000E+000
+3.91078078078E+005, +6.96133812016E+000, +0.00000000000E+000
+3.92328328328E+005, +6.99056886707E+000, +0.00000000000E+000
+3.93578578579E+005, +7.01604683790E+000, +0.00000000000E+000
+3.94828828829E+005, +7.04508466673E+000, +0.00000000000E+000
+3.96079079079E+005, +7.07347692375E+000, +0.00000000000E+000
+3.97329329329E+005, +7.10308742495E+000, +0.00000000000E+000
+3.98579579580E+005, +7.13189899613E+000, +0.00000000000E+000
+3.99829829830E+005, +7.16137317392E+000, +0.00000000000E+000
+4.01080080080E+005, +7.19107829552E+000, +0.00000000000E+000
+4.02330330330E+005, +7.22063712947E+000, +0.00000000000E+000
+4.03580580581E+005, +7.25034361507E+000, +0.00000000000E+000
+4.04830830831E+005, +7.27841724678E+000, +0.00000000000E+000
+4.06081081081E+005, +7.31017267339E+000, +0.00000000000E+000
+4.07331331331E+005, +7.33991484359E+000, +0.00000000000E+000
+4.08581581582E+005, +7.36960404657E+000, +0.00000000000E+000
+4.09831831832E+005, +7.39898207245E+000, +0.00000000000E+000
+4.11082082082E+005, +7.43046524422E+000, +0.00000000000E+000
+4.12332332332E+005, +7.46156988292E+000, +0.00000000000E+000
+4.13582582583E+005, +7.49165749580E+000, +0.00000000000E+000
+4.14832832833E+005, +7.52566188589E+000, +0.00000000000E+000
+4.16083083083E+005, +7.55758393749E+000, +0.00000000000E+000
+4.17333333333E+005, +7.58991583078E+000, +0.00000000000E+000
+4.18583583584E+005, +7.62287765390E+000, +0.00000000000E+000
+4.19833833834E+005, +7.65972181117E+000, +0.00000000000E+000
+4.21084084084E+005, +7.69448814826E+000, +0.00000000000E+000
+4.22334334334E+005, +7.72917485939E+000, +0.00000000000E+000
+4.23584584585E+005, +7.76560601530E+000, +0.00000000000E+000
+4.24834834835E+005, +7.80342975369E+000, +0.00000000000E+000
+4.26085085085E+005, +7.83957688828E+000, +0.00000000000E+000
+4.27335335335E+005, +7.87380983656E+000, +0.00000000000E+000
+4.28585585586E+005, +7.90825527764E+000, +0.00000000000E+000
+4.29835835836E+005, +7.94354130629E+000, +0.00000000000E+000
+4.31086086086E+005, +7.97800866369E+000, +0.00000000000E+000
+4.32336336336E+005, +8.01367298915E+000, +0.00000000000E+000
+4.33586586587E+005, +8.04934742727E+000, +0.00000000000E+000
+4.34836836837E+005, +8.08388720305E+000, +0.00000000000E+000
+4.36087087087E+005, +8.11785345001E+000, +0.00000000000E+000
+4.37337337337E+005, +8.15302572001E+000, +0.00000000000E+000
+4.38587587588E+005, +8.19156969130E+000, +0.00000000000E+000
+4.39837837838E+005, +8.22564645766E+000, +0.00000000000E+000
+4.41088088088E+005, +8.26228715557E+000, +0.00000000000E+000
+4.42338338338E+005, +8.29940936325E+000, +0.00000000000E+000
+4.43588588589E+005, +8.33571427121E+000, +0.00000000000E+000
+4.44838838839E+005, +8.37177980225E+000, +0.00000000000E+000
+4.46089089089E+005, +8.41026173363E+000, +0.00000000000E+000
+4.47339339339E+005, +8.44784807559E+000, +0.00000000000E+000
+4.48589589590E+005, +8.48551836683E+000, +0.00000000000E+000
+4.49839839840E+005, +8.52309096639E+000, +0.00000000000E+000
+4.51090090090E+005, +8.56161887347E+000, +0.00000000000E+000
+4.52340340340E+005, +8.60124168237E+000, +0.00000000000E+000
+4.53590590591E+005, +8.64057962950E+000, +0.00000000000E+000
+4.54840840841E+005, +8.67906896129E+000, +0.00000000000E+000
+4.56091091091E+005, +8.71987061579E+000, +0.00000000000E+000
+4.57341341341E+005, +8.75986741523E+000, +0.00000000000E+000
+4.58591591592E+005, +8.79983043132E+000, +0.00000000000E+000
+4.59841841842E+005, +8.83847006717E+000, +0.00000000000E+000
+4.61092092092E+005, +8.88101431152E+000, +0.00000000000E+000
+4.62342342342E+005, +8.92292383732E+000, +0.00000000000E+000
+4.63592592593E+005, +8.96360093062E+000, +0.00000000000E+000
+4.64842842843E+005, +9.00612705480E+000, +0.00000000000E+000
+4.66093093093E+005, +9.04923228534E+000, +0.00000000000E+000
+4.67343343343E+005, +9.09179701719E+000, +0.00000000000E+000
+4.68593593594E+005, +9.13464553723E+000, +0.00000000000E+000
+4.69843843844E+005, +9.17813649408E+000, +0.00000000000E+000
+4.71094094094E+005, +9.22312760691E+000, +0.00000000000E+000
+4.72344344344E+005, +9.26697814523E+000, +0.00000000000E+000
+4.73594594595E+005, +9.31037432920E+000, +0.00000000000E+000
+4.74844844845E+005, +9.35431528866E+000, +0.00000000000E+000
+4.76095095095E+005, +9.40188394883E+000, +0.00000000000E+000
+4.77345345345E+005, +9.44595784329E+000, +0.00000000000E+000
+4.78595595596E+005, +9.49078376398E+000, +0.00000000000E+000
+4.79845845846E+005, +9.53823261536E+000, +0.00000000000E+000
+4.81096096096E+005, +9.58611920092E+000, +0.00000000000E+000
+4.82346346346E+005, +9.63584649197E+000, +0.00000000000E+000
+4.83596596597E+005, +9.68238218232E+000, +0.00000000000E+000
+4.84846846847E+005, +9.73084007286E+000, +0.00000000000E+000
+4.86097097097E+005, +9.77950860733E+000, +0.00000000000E+000
+4.87347347347E+005, +9.82883655121E+000, +0.00000000000E+000
+4.88597597598E+005, +9.87673644805E+000, +0.00000000000E+000
+4.89847847848E+005, +9.92575246030E+000, +0.00000000000E+000
+4.91098098098E+005, +9.97652924628E+000, +0.00000000000E+000
+4.92348348348E+005, +1.00276468173E+001, +0.00000000000E+000
+4.93598598599E+005, +1.00777025648E+001, +0.00000000000E+000
+4.94848848849E+005, +1.01294022056E+001, +0.00000000000E+000
+4.96099099099E+005, +1.01804512090E+001, +0.00000000000E+000
+4.97349349349E+005, +1.02331008492E+001, +0.00000000000E+000
+4.98599599600E+005, +1.02873374517E+001, +0.00000000000E+000
+4.99849849850E+005, +1.03415558824E+001, +0.00000000000E+000
+5.01100100100E+005, +1.03934233608E+001, +0.00000000000E+000
+5.02350350350E+005, +1.04476523735E+001, +0.00000000000E+000
+5.03600600601E+005, +1.05027238214E+001, +0.00000000000E+000
+5.04850850851E+005, +1.05587715449E+001, +0.00000000000E+000
+5.06101101101E+005, +1.06156701040E+001, +0.00000000000E+000
+5.07351351351E+005, +1.06719778237E+001, +0.00000000000E+000
+5.08601601602E+005, +1.07275747808E+001, +0.00000000000E+000
+5.09851851852E+005, +1.07862251880E+001, +0.00000000000E+000
+5.11102102102E+005, +1.08451040884E+001, +0.00000000000E+000
+5.12352352352E+005, +1.09019145583E+001, +0.00000000000E+000
+5.13602602603E+005, +1.09622975080E+001, +0.00000000000E+000
+5.14852852853E+005, +1.10227903420E+001, +0.00000000000E+000
+5.16103103103E+005, +1.10831660527E+001, +0.00000000000E+000
+5.17353353353E+005, +1.11438075198E+001, +0.00000000000E+000
+5.18603603604E+005, +1.12085303245E+001, +0.00000000000E+000
+5.19853853854E+005, +1.12693420759E+001, +0.00000000000E+000
+5.21104104104E+005, +1.13317252099E+001, +0.00000000000E+000
+5.22354354354E+005, +1.13962450707E+001, +0.00000000000E+000
+5.23604604605E+005, +1.14619181180E+001, +0.00000000000E+000
+5.24854854855E+005, +1.15275256660E+001, +0.00000000000E+000
