"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+1.19773773774E+005, +3.62594622163E+001, +0.00000000000E+000
+1.21024024024E+005, +3.63490821325E+001, +0.00000000000E+000
+1.22274274274E+005, +3.64404487763E+001, +0.00000000000E+000
+1.23524524525E+005, +3.65257380289E+001, +0.00000000000E+000
+1.24774774775E+005, +3.66235581331E+001, +0.00000000000E+000
+1.26025025025E+005, +3.67089668636E+001, +0.00000000000E+000
+1.27275275275E+005, +3.67844753133E+001, +0.00000000000E+000
+1.28525525526E+005, +3.68863359389E+001, +0.00000000000E+000
+1.29775775776E+005, +3.69655064609E+001, +0.00000000000E+000
+1.31026026026E+005, +3.70570959378E+001, +0.00000000000E+000
+1.32276276276E+005, +3.71339484029E+001, +0.00000000000E+000
+1.33526526527E+005, +3.72288490258E+001, +0.00000000000E+000
+1.34776776777E+005, +3.73087241215E+001, +0.00000000000E+000
+1.36027027027E+005, +3.73782238933E+001, +0.00000000000E+000
+1.37277277277E+005, +3.74709538143E+001, +0.00000000000E+000
+1.38527527528E+005, +3.75366070926E+001, +0.00000000000E+000
+1.39777777778E+005, +3.76156970688E+001, +0.00000000000E+000
+1.41028028028E+005, +3.77038868299E+001, +0.00000000000E+000
+1.42278278278E+005, +3.77702859676E+001, +0.00000000000E+000
+1.43528528529E+005, +3.78507378937E+001, +0.00000000000E+000
+1.44778778779E+005, +3.79303718677E+001, +0.00000000000E+000
+1.46029029029E+005, +3.80126998865E+001, +0.00000000000E+000
+1.47279279279E+005, +3.80836507243E+001, +0.00000000000E+000
+1.48529529530E+005, +3.81586817223E+001, +0.00000000000E+000
+1.49779779780E+005, +3.82313809127E+001, +0.00000000000E+000
+1.51030030030E+005, +3.83049633232E+001, +0.00000000000E+000
+1.52280280280E+005, +3.83879275354E+001, +0.00000000000E+000
+1.53530530531E+005, +3.84442838863E+001, +0.00000000000E+000
+1.54780780781E+005, +3.85090925571E+001, +0.00000000000E+000
+1.56031031031E+005, +3.85934158785E+001, +0.00000000000E+000
+1.57281281281E+005, +3.86636042434E+001, +0.00000000000E+000
+1.58531531532E+005, +3.87320894177E+001, +0.00000000000E+000
+1.59781781782E+005, +3.87981946519E+001, +0.00000000000E+000
+1.61032032032E+005, +3.88656598184E+001, +0.00000000000E+000
+1.62282282282E+005, +3.89474359855E+001, +0.00000000000E+000
+1.63532532533E+005, +3.90151088078E+001, +0.00000000000E+000
+1.64782782783E+005, +3.90913276574E+001, +0.00000000000E+000
+1.66033033033E+005, +3.91584170662E+001, +0.00000000000E+000
+1.67283283283E+005, +3.92118632018E+001, +0.00000000000E+000
+1.68533533534E+005, +3.92835976615E+001, +0.00000000000E+000
+1.69783783784E+005, +3.93520667220E+001, +0.00000000000E+000
+1.71034034034E+005, +3.94233997743E+001, +0.00000000000E+000
+1.72284284284E+005, +3.94930559879E+001, +0.00000000000E+000
+1.73534534535E+005, +3.95580282732E+001, +0.00000000000E+000
+1.74784784785E+005, +3.96313316580E+001, +0.00000000000E+000
+1.76035035035E+005, +3.96942483092E+001, +0.00000000000E+000
+1.77285285285E+005, +3.97608484363E+001, +0.00000000000E+000
+1.78535535536E+005, +3.98266296336E+001, +0.00000000000E+000
+1.79785785786E+005, +3.98902350732E+001, +0.00000000000E+000
+1.81036036036E+005, +3.99597189369E+001, +0.00000000000E+000
+1.82286286286E+005, +4.00349836183E+001, +0.00000000000E+000
+1.83536536537E+005, +4.01023215663E+001, +0.00000000000E+000
+1.84786786787E+005, +4.01608958893E+001, +0.00000000000E+000
+1.86037037037E+005, +4.02344613004E+001, +0.00000000000E+000
+1.87287287287E+005, +4.02969181704E+001, +0.00000000000E+000
+1.88537537538E+005, +4.03676768341E+001, +0.00000000000E+000
+1.89787787788E+005, +4.04287336571E+001, +0.00000000000E+000
+1.91038038038E+005, +4.05040483817E+001, +0.00000000000E+000
+1.92288288288E+005, +4.05636251039E+001, +0.00000000000E+000
+1.93538538539E+005, +4.06207139664E+001, +0.00000000000E+000
+1.94788788789E+005, +4.07031885639E+001, +0.00000000000E+000
+1.96039039039E+005, +4.07757098238E+001, +0.00000000000E+000
+1.97289289289E+005, +4.08356637883E+001, +0.00000000000E+000
+1.98539539540E+005, +4.09021494496E+001, +0.00000000000E+000
+1.99789789790E+005, +4.09781316995E+001, +0.00000000000E+000
+2.01040040040E+005, +4.10409606646E+001, +0.00000000000E+000
+2.02290290290E+005, +4.11096395729E+001, +0.00000000000E+000
+2.03540540541E+005, +4.11753324865E+001, +0.00000000000E+000
+2.04790790791E+005, +4.12580753864E+001, +0.00000000000E+000
+2.06041041041E+005, +4.13245291191E+001, +0.00000000000E+000
+2.07291291291E+005, +4.13928306518E+001, +0.00000000000E+000
+2.08541541542E+005, +4.14567730882E+001, +0.00000000000E+000
+2.09791791792E+005, +4.15263816010E+001, +0.00000000000E+000
+2.11042042042E+005, +4.15933283122E+001, +0.00000000000E+000
+2.12292292292E+005, +4.16764012510E+001, +0.00000000000E+000
+2.13542542543E+005, +4.17383851095E+001, +0.00000000000E+000
+2.14792792793E+005, +4.18096878047E+001, +0.00000000000E+000
+2.16043043043E+005, +4.18842994514E+001, +0.00000000000E+000
+2.17293293293E+005, +4.19585208442E+001, +0.00000000000E+000
+2.18543543544E+005, +4.20265132832E+001, +0.00000000000E+000
+2.19793793794E+005, +4.21072575294E+001, +0.00000000000E+000
+2.21044044044E+005, +4.21756213168E+001, +0.00000000000E+000
+2.22294294294E+005, +4.22366269290E+001, +0.00000000000E+000
+2.23544544545E+005, +4.23178944936E+001, +0.00000000000E+000
+2.24794794795E+005, +4.23932816848E+001, +0.00000000000E+000
+2.26045045045E+005, +4.24715172635E+001, +0.00000000000E+000
+2.27295295295E+005, +4.25493446381E+001, +0.00000000000E+000
+2.28545545546E+005, +4.26170394481E+001, +0.00000000000E+000
+2.29795795796E+005, +4.26906762792E+001, +0.00000000000E+000
+2.31046046046E+005, +4.27698814340E+001, +0.00000000000E+000
+2.32296296296E+005, +4.28472390020E+001, +0.00000000000E+000
+2.33546546547E+005, +4.29251098977E+001, +0.00000000000E+000
+2.34796796797E+005, +4.30070946204E+001, +0.00000000000E+000
+2.36047047047E+005, +4.30871096244E+001, +0.00000000000E+000
+2.37297297297E+005, +4.31620197334E+001, +0.00000000000E+000
+2.38547547548E+005, +4.32369799809E+001, +0.00000000000E+000
+2.39797797798E+005, +4.33179071375E+001, +0.00000000000E+000
+2.41048048048E+005, +4.33983029768E+001, +0.00000000000E+000
+2.42298298298E+005, +4.34754783286E+001, +0.00000000000E+000
+2.43548548549E+005, +4.35505306064E+001, +0.00000000000E+000
+2.44798798799E+005, +4.36448738678E+001, +0.00000000000E+000
+2.46049049049E+005, +4.37161782079E+001, +0.00000000000E+000
+2.47299299299E+005, +4.38017196806E+001, +0.00000000000E+000
+2.48549549550E+005, +4.38837063919E+001, +0.00000000000E+000
+2.49799799800E+005, +4.39692637989E+001, +0.00000000000E+000
+2.51050050050E+005, +4.40476920095E+001, +0.00000000000E+000
+2.52300300300E+005, +4.41191836591E+001, +0.00000000000E+000
+2.53550550551E+005, +4.42099039319E+001, +0.00000000000E+000
+2.54800800801E+005, +4.42860510384E+001, +0.00000000000E+000
+2.56051051051E+005, +4.43708590519E+001, +0.00000000000E+000
