degree,I1,I2,I3,I4,I5,I6
171.0,0.4688539253239502,1.4206790571553516,-9.556938967863005e-9,0.9115757959471543,0.23677265798391314,0.8565888251472311
172.0,0.48275268718634096,1.4772168918327953,-9.577960341045488e-9,0.9310629047523565,0.24474898676092688,0.8754150984169238
173.0,0.49714855241230754,1.5358355028082775,-9.59810714353541e-9,0.9511266665227947,0.2529599627487421,0.8948296436879059
174.0,0.5120534440431512,1.5965902632079845,-9.617298205981135e-9,0.9717725491798563,0.2614078149407081,0.9148407517403596
175.0,0.527478453713259,1.659533761821921,-9.635552286217585e-9,0.9930039866468594,0.270093947757201,0.9354549867238873
176.0,0.5434336338069212,1.7247149778416442,-9.65290342955987e-9,1.0148220658418887,0.2790188137135456,0.9566768899175287
177.0,0.5599277653616577,1.792178353760465,-9.66938468222108e-9,1.0372251858019066,0.2881817747405596,0.9785086549251902
178.0,0.5769681004973106,1.8619627605467006,-9.685028105425934e-9,1.0602086887165256,0.29758095206501467,1.0009497736903163
179.0,0.5945600784322373,1.9341003501859872,-9.699864775169284e-9,1.0837644632731387,0.3072130648090012,1.023996653252602
180.0,0.6127070171607664,2.0086148110328192,-9.713925085249215e-9,1.1078811543313998,0.31707348710329375,1.0476426384817663
181.0,0.6314097954535081,2.085522013341664,-9.727237637809211e-9,1.1325412536076576,0.32715517316567766,1.071875902895975
182.0,0.6506664167122463,2.1648253351649402,-9.73983085214701e-9,1.1577242210924206,0.3374497696075932,1.0966813906749402
183.0,0.6704716935648839,2.246516255318786,-9.751732009703164e-9,1.1834036675045527,0.3479465704546335,1.1220387882979364
184.0,0.69081681172691,2.330572071078273,-9.763041533081834e-9,1.209547423452148,0.3586325206966202,1.1479223931393663
185.0,0.7116835098823459,2.41699078264547,-9.77502106556808e-9,1.2360339942572105,0.36946135364590243,1.1742428463925663
186.0,0.7330575501731376,2.505610192852704,-9.784936874454035e-9,1.2629727223532918,0.3804711439224492,1.201068010799376
187.0,0.7549186442438088,2.5964218431730237,-9.794264280653208e-9,1.2902395448623016,0.3916147708814855,1.2283047323029723
188.0,0.777239087985318,2.689327781521048,-9.803025679923559e-9,1.3177743246063123,0.4028678096417235,1.2559007208595894
189.0,0.7999853382003085,2.7842064400016966,-9.812887452210943e-9,1.3455088257172554,0.41420254196445,1.283795847376173
190.0,0.8231295661164758,2.880860762618917,-9.817821398678275e-9,1.373509283327165,0.4256405277769526,1.312022605208482
